retired_dataset_id,retired_name,replacement_dataset_id,replacement_name,replacement_path
ord_dataset-7d359d96b3a64882921ebdc6c850e22e,uspto-grants-1986_01,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-a2a0fbbcd49a46ffaa432d7ceae8a506,uspto-grants-1986_02,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-343f84c5bd164b25aeae96e1d828e768,uspto-grants-1986_03,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-84dc0c9e5fb4424687194ef8d14d1c22,uspto-grants-1986_04,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-1895fe091c3f47afa1ee96a41a250de4,uspto-grants-1986_05,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-d6cdba90760a47779a36ece5962905eb,uspto-grants-1986_06,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-4731a430f0af464b83e8b5b145cd2c77,uspto-grants-1986_07,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-2069a3db775a4d9f9310aca092ecbad8,uspto-grants-1986_08,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-0b70410902ae4139bd5d334881938f69,uspto-grants-1986_09,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-f222e615b1f74f0fabef9cd9b98516b7,uspto-grants-1986_10,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-b9a9e369e9da4413999591aa08f4c3e3,uspto-grants-1986_11,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-772de90433b44abbbacf9b316b845c31,uspto-grants-1986_12,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-5944a40bb4504bbe8185cfdf2a811d03,uspto-grants-1987_01,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-128a4f3f44e844218b1c319ab4de3893,uspto-grants-1987_02,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-d1c545e3afc447099315419421478aab,uspto-grants-1987_03,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-36f7bef430f14c2e8db5e3f7c3640d9b,uspto-grants-1987_04,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-58ec6779628e43e2b3f0972725f262e6,uspto-grants-1987_05,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-41c90677d90b4fa5836ab66e2f5b4f51,uspto-grants-1987_06,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-e402405fd21e4770a14f157cb62ca439,uspto-grants-1987_07,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-c34472859da14a81bfe0f74e60f15c43,uspto-grants-1987_08,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-f5dc3e448c204058b116bf1970695bef,uspto-grants-1987_09,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-1385ebf1988241e49636101695ad79e4,uspto-grants-1987_10,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-12ef86aced0149e0917be82ce22190e2,uspto-grants-1987_11,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-5c25f386f4664070a72d578feacedf86,uspto-grants-1987_12,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-fdef1f30cad64430bf05cf108d8004a2,uspto-grants-1988_01,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-01dbb772c5e249108f0b191ed17a2c0c,uspto-grants-1988_02,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-37d3220f708c49ad839bab296b722248,uspto-grants-1988_03,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-41558b7e18dd41999311b1762e0e13a3,uspto-grants-1988_04,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-7860c6f563014da8948ede63b7110bde,uspto-grants-1988_05,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-3844acbccc714c04ab757ec4fca10bd0,uspto-grants-1988_06,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-4937da99a6a247eb90fa70f0d2eac3db,uspto-grants-1988_07,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-07db50a3ce6941919df30a9e2898988f,uspto-grants-1988_08,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-3ef78abb9a384506b240a419b70e6ceb,uspto-grants-1988_09,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-4d84abdf99524e0fb6c42ab2a3300790,uspto-grants-1988_10,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-ed5a3d1f8dc744759e7fa1c320a44e59,uspto-grants-1988_11,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-2841bde0239a4964a69f490c014a6e43,uspto-grants-1988_12,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-f25e1b7f8ef54305a5170f5395a768c7,uspto-grants-1989_01,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-8537fa92abf34c849134600c0c2bbcc7,uspto-grants-1989_02,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-754e10d30fb249229e130865010ab25b,uspto-grants-1989_03,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-3ec273742a0345ea916ad5fd071167f2,uspto-grants-1989_04,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-be83cbc722064f3696975001242f9f1a,uspto-grants-1989_05,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-d1bd8c96676b4d21aad27b173c6b4eff,uspto-grants-1989_06,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-11b3c3b41eda49e196ec983a65d3b2c0,uspto-grants-1989_07,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-b83b16f2fb1a4f8782f3d82c1766cc6b,uspto-grants-1989_08,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-a58d1baeeea441fb9918c10f18f2cdb9,uspto-grants-1989_09,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-f6fafbb8ce5f4ef099be3a772075ec97,uspto-grants-1989_10,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-aa9e93ade540499c920a9c3b18e8edaa,uspto-grants-1989_11,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-31f00a039ca0424788e5e1970d25a8fd,uspto-grants-1989_12,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-19e5fc80c1554f4f8641c835e055f02b,uspto-grants-1990_01,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-76a008eb2d3f48d891cad325041f3d1e,uspto-grants-1990_02,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-72fffaae67c8473fb9d951cb1b026646,uspto-grants-1990_03,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-dd1de64954674e17b4b690cac09dc67b,uspto-grants-1990_04,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-ac1c7aa04d6c4e588e723e3e05721681,uspto-grants-1990_05,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-e0a818f9350b46cdb184d2ac404ede9f,uspto-grants-1990_06,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-e6e5ffd5405c481d8061087049155f9f,uspto-grants-1990_07,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-b67d30cd146f49dcbf24faee022f1a09,uspto-grants-1990_08,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-5ebf3d05077a4f7fb91a1cd9bdc504d2,uspto-grants-1990_09,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-67ed03c283094854909157b1038e38e3,uspto-grants-1990_10,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-640d007e35e243a286c8b7dd2b77ac1b,uspto-grants-1990_11,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-6cb04513a4a244c0b612b566096f4b3d,uspto-grants-1990_12,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-42629b4cf1094978a5e5f29f22639ee7,uspto-grants-1991_01,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-59f453c3a3d34a89bfd97b6b8b151908,uspto-grants-1991_02,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-1d5bba1436bd42b7a27c43833c25d871,uspto-grants-1991_03,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-67612e25ea9d4b29966a776893a43d59,uspto-grants-1991_04,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-d98d003e9abb4b579746c5a361466e14,uspto-grants-1991_05,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-9adbd9cd2fd941f7af27fb31c9bf3bac,uspto-grants-1991_06,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-67c9ee844bf341888b345c8e36183b40,uspto-grants-1991_07,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-ed79ebfb2fff4cdbbc3a609c8edeac11,uspto-grants-1991_08,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-45d20d09e4d64f45bdd419044025b4d3,uspto-grants-1991_09,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-1acb071a357f438ea5993287375971cf,uspto-grants-1991_10,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-56e7a343b17a4d6da818127ceb19589d,uspto-grants-1991_11,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-960c6b9c4fc74afd90a3ebf713215626,uspto-grants-1991_12,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-685186618e9f4e7aaa72ac40c16ef354,uspto-grants-1992_01,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-9f54014563f44962b72e288618421b97,uspto-grants-1992_02,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-fa3b512e2d924b9b965301ebcba6853d,uspto-grants-1992_03,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-5eb2900a93c842ee98f26c305e657b61,uspto-grants-1992_04,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-75ca79f43dad4cc8a934fe6487fa8eb1,uspto-grants-1992_05,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-4f3b2ca6df1d41ef8b5008f1f39da0e2,uspto-grants-1992_06,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-41ea179beba54bed8cd874a5ec3469f7,uspto-grants-1992_07,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-49bd993346b64eeeb2a8fe2643164a0a,uspto-grants-1992_08,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-cf82113c6dd341d4a014b4667994f01c,uspto-grants-1992_09,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-30ad5cf6083a45a387b45bebad1a4d65,uspto-grants-1992_10,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-2369b9b9f44641b1930518c59ae89a95,uspto-grants-1992_11,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-b17fdf55f5f945a48d47a588fc255573,uspto-grants-1992_12,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-ab5ba9f863cb41d9924be0bb3c730818,uspto-grants-1993_01,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-ddb1b60bec5c45e9a2938b6dac04376c,uspto-grants-1993_02,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-a7bd0db0684c464bb02ff6a36065fee3,uspto-grants-1993_03,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-a2ae447c4340438c8c3a827109aeb425,uspto-grants-1993_04,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-134cf2fa32ab464880d75db06c38f35a,uspto-grants-1993_05,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-a20aed058d7b40bc81fdf50bc5b03f97,uspto-grants-1993_06,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-347c0709d28a44dea43ca42052be4db3,uspto-grants-1993_07,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-ee287d49cb8642e59ae9c3951f746312,uspto-grants-1993_08,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-02ee2261663048188cf6d85d2cc96e3f,uspto-grants-1993_09,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-ad17798fcea64e26ba91604fca520090,uspto-grants-1993_10,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-140fb5527ff24f97bcf0094c5d100120,uspto-grants-1993_11,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-1953a9402dda47b6bcfe3e3cb9ab8a07,uspto-grants-1993_12,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-769fac6048e548eca2d49e48f972884b,uspto-grants-1994_01,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-d63ab258f4634f87bdebbaff0a341c28,uspto-grants-1994_02,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-3577d334f6eb4dc4bd73564fee3f0dfc,uspto-grants-1994_03,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-96711be098434bc9ab567cb77fa3362b,uspto-grants-1994_04,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-5fb693db3950403e9ce1a516570153bf,uspto-grants-1994_05,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-6c3ec086c8c9475e8d31a44641b49e02,uspto-grants-1994_06,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-b90b48a6c23149a1aa2d91b92b1a31e4,uspto-grants-1994_07,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-bb4579c57ddc48c6a01fad97dacb6293,uspto-grants-1994_08,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-ec7cb3d5a8704f64b01d401ea555974f,uspto-grants-1994_09,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-b6309a86b70f4ca08fd301828cacf950,uspto-grants-1994_10,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-fb70ed83140e4f53a907d87192ad748c,uspto-grants-1994_11,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-9ad0840101374618a7d5c4e4521c82d1,uspto-grants-1994_12,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-bfcf5a01f1a04ec585ba3f28cb93c8c9,uspto-grants-1995_01,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-180e296d6d6245638d4d22a59120ea01,uspto-grants-1995_02,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-a6643d22de674f30a85ba57198b82644,uspto-grants-1995_03,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-acbdbaa766314b66a982823354e82bf2,uspto-grants-1995_04,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-081613ef79bd4110aacc146b4465f086,uspto-grants-1995_05,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-04982f13ed08448d93df6794846500f3,uspto-grants-1995_06,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-abe42048f0b84fa88446cee56a31e967,uspto-grants-1995_07,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-bd998d3fe946475e835418aaf647c00d,uspto-grants-1995_08,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-fd1553bae35046c7a67523ff472cb5c3,uspto-grants-1995_09,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-eb32c2b9cbdf4fc39ce6c9fe0fa11430,uspto-grants-1995_10,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-0c61835e3a0b4986aabf2b61b708e322,uspto-grants-1995_11,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-eed8d32c2f1d46a89ba39d04dfaa83b1,uspto-grants-1995_12,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-24ad29d930104afea313b6c3bd11099e,uspto-grants-1996_01,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-fc4cd2699fc04ecbb7c7c831849e6b22,uspto-grants-1996_02,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
